p_p;pe
0.0;0.0
0.3026431197999998;0.013599784350000007
0.6778774527999998;0.05533941760000004
0.8870099004;0.09412983404999996
0.969766912;0.11499110400000001
0.994140625;0.12255859375
0.9992659968;0.12455976960000001
0.9999527608;0.12460124985000001
0.9999990784;0.1222770688
0.999999999;0.10370079674999999
1.0;0.0
