p_p;pe
0.0;0.0
0.14969439999999978;0.005103100000000002
0.42328319999999975;0.02868480000000001
0.6705828000000001;0.06504569999999998
0.8413696;0.0984064
0.9375;0.1171875
0.9811584;0.12476160000000001
0.9962092;0.1471813
0.9996288;0.23838720000000005
0.9999936;0.4833999000000001
1.0;1.0
