p_p;pe
0.0;0.0
0.11426499999999984;0.003726000000000001
0.3446399999999997;0.02150400000000001
0.5798250000000003;0.050273999999999985
0.7667200000000001;0.078336
0.890625;0.09375
0.95904;0.089856
0.989065;0.06791400000000002
0.9984;0.03686399999999999
0.999945;0.010205999999999995
1.0;0.0
